0;5881.0
1;5510.0
2;4807.0
3;4380.0
4;4509.0
5;5750.0
6;5952.0
7;4294.0
8;5254.0
9;4937.0
10;6274.0
11;5931.0
12;5797.0
13;5398.0
14;6550.0
15;5162.0
16;6659.0
17;4976.0
18;6477.0
19;4687.0
20;6264.0
21;4006.0
22;4308.0
23;4483.0
24;4398.0
25;6528.0
26;4234.0
27;4693.0
28;6374.0
29;4506.0
30;4692.0
31;5288.0
32;5402.0
33;6334.0
34;6229.0
35;6503.0
36;4175.0
37;6483.0
38;5924.0
39;5286.0
40;6593.0
41;6835.0
42;6527.0
43;5878.0
44;4728.0
45;6032.0
46;4482.0
47;6083.0
48;4752.0
49;6022.0
50;4881.0
51;6817.0
52;6394.0
53;4961.0
54;4104.0
55;6178.0
56;5809.0
57;6683.0
58;5423.0
59;4506.0
60;6291.0
61;6104.0
62;6274.0
63;5696.0
64;4225.0
65;4166.0
66;4119.0
67;5507.0
68;4958.0
69;5265.0
70;5908.0
71;6545.0
72;5882.0
73;5559.0
74;4069.0
75;6258.0
76;6014.0
77;6040.0
78;4737.0
79;4463.0
80;6651.0
81;4917.0
82;5522.0
83;4702.0
84;4360.0
85;6539.0
86;4605.0
87;6137.0
88;4552.0
89;4915.0
90;5208.0
91;6642.0
92;5223.0
93;6769.0
94;6674.0
95;6358.0
96;4183.0
97;5085.0
98;4342.0
99;4114.0
100;6064.0
101;5181.0
102;4255.0
103;4894.0
104;5825.0
105;6502.0
106;4406.0
107;5880.0
108;6175.0
109;4660.0
110;5749.0
111;5551.0
112;5395.0
113;5562.0
114;6558.0
115;5853.0
116;4471.0
117;6950.0
118;4935.0
119;6606.0
120;5169.0
121;4255.0
122;4293.0
123;4024.0
124;6809.0
125;5286.0
126;5579.0
127;4564.0
128;5937.0
129;5038.0
130;4681.0
131;6228.0
132;4837.0
133;6746.0
134;4093.0
135;6947.0
136;6015.0
137;4224.0
138;6317.0
139;4809.0
140;6202.0
141;5584.0
142;5732.0
143;5545.0
144;6275.0
145;4512.0
146;6823.0
147;6022.0
148;4636.0
149;6547.0
150;6549.0
151;6355.0
152;6107.0
153;5039.0
154;5505.0
155;5733.0
156;4220.0
157;5952.0
158;6100.0
159;6132.0
160;6003.0
161;6099.0
162;6534.0
163;4751.0
164;5876.0
165;4023.0
166;5622.0
167;4268.0
168;6151.0
169;6420.0
170;4741.0
171;5865.0
172;5867.0
173;5756.0
174;4162.0
175;4437.0
176;6229.0
177;4620.0
178;5894.0
179;4402.0
180;5861.0
181;4317.0
182;5901.0
183;6217.0
184;6308.0
185;5240.0
186;5054.0
187;5890.0
188;4839.0
189;4750.0
190;4633.0
191;5626.0
192;6532.0
193;6496.0
194;6369.0
195;6150.0
196;6905.0
197;5485.0
198;5151.0
199;6277.0
200;4000.0
201;4616.0
202;6413.0
203;4878.0
204;4774.0
205;5926.0
206;4002.0
207;4608.0
208;4000.0
209;5428.0
210;4925.0
211;4561.0
212;4495.0
213;4119.0
214;5855.0
215;6368.0
216;6544.0
217;4553.0
218;5544.0
219;4285.0
220;4697.0
221;6271.0
222;5455.0
223;6331.0
224;4834.0
225;6373.0
226;5914.0
227;4768.0
228;6398.0
229;4624.0
230;6894.0
231;4916.0
232;6112.0
233;5630.0
234;4246.0
235;5689.0
236;4174.0
237;6948.0
238;5684.0
239;4178.0
240;5034.0
241;6314.0
242;5209.0
243;4135.0
244;6226.0
245;6671.0
246;6860.0
247;4364.0
248;5509.0
249;6222.0
250;5733.0
251;6750.0
252;5652.0
253;5393.0
254;6086.0
255;4975.0
256;4653.0
257;5316.0
258;5110.0
259;5895.0
260;5943.0
261;5315.0
262;5511.0
263;6049.0
264;6284.0
265;6776.0
266;6472.0
267;5905.0
268;6516.0
269;6829.0
270;4841.0
271;6100.0
272;6130.0
273;4385.0
274;4509.0
275;6270.0
276;4823.0
277;5284.0
278;4861.0
279;5922.0
280;5657.0
281;4621.0
282;6045.0
283;5292.0
284;6324.0
285;5702.0
286;4389.0
287;4199.0
288;4195.0
289;6612.0
290;4811.0
291;4577.0
292;4363.0
293;5931.0
294;5401.0
295;4630.0
296;6775.0
297;4823.0
298;6521.0
299;4402.0
300;6760.0
301;4529.0
302;5782.0
303;4008.0
304;4846.0
305;5117.0
306;6127.0
307;4807.0
308;6635.0
309;6356.0
310;4967.0
311;6456.0
312;4791.0
313;6587.0
314;5831.0
315;6968.0
316;5776.0
317;5669.0
318;6427.0
319;4778.0
320;5905.0
321;4277.0
322;4224.0
323;4189.0
324;4592.0
325;5201.0
326;4739.0
327;5607.0
328;4266.0
329;5697.0
330;4665.0
331;6576.0
332;5433.0
333;4510.0
334;5722.0
335;4811.0
336;6646.0
337;6755.0
338;4731.0
339;6230.0
340;4830.0
341;5602.0
342;5872.0
343;6363.0
344;6400.0
345;5501.0
346;4376.0
347;6514.0
348;4948.0
349;6575.0
350;5066.0
351;4595.0
352;5993.0
353;6818.0
354;5118.0
355;5743.0
356;6287.0
357;5823.0
358;4275.0
359;6581.0
360;6578.0
361;4940.0
362;6396.0
363;6347.0
364;4434.0
365;4041.0
366;6766.0
367;4047.0
368;5802.0
369;6449.0
370;5925.0
371;4348.0
372;5399.0
373;4046.0
374;6016.0
375;6052.0
376;6751.0
377;4118.0
378;5665.0
379;4722.0
380;5840.0
381;6185.0
382;4328.0
383;4362.0
384;5708.0
385;4754.0
386;4764.0
387;6959.0
388;5203.0
389;6832.0
390;4872.0
391;5218.0
392;5133.0
393;4916.0
394;6569.0
395;4911.0
396;6594.0
397;5239.0
398;4633.0
399;6969.0
400;6049.0
401;4154.0
402;4572.0
403;6744.0
404;5893.0
405;6756.0
406;4507.0
407;4736.0
408;6727.0
409;5148.0
410;5891.0
411;6570.0
412;5441.0
413;5172.0
414;5501.0
415;5089.0
416;5367.0
417;4884.0
418;4636.0
419;5078.0
420;5314.0
421;5703.0
422;5798.0
423;4408.0
424;5171.0
425;5764.0
